p_id,title,category,brand,attributes
5926516.0,اسپری خوشبو کننده بدن زنانه دنیلو مدل لاویه بل اینتنس لانکوم حجم 200 میلی لیتر,اسپری,دنیلو,"مناسب برای خانم ها, دارای قفل, نوع رایحه گرم"
8461494.0,جاسیگاری خودرو کد 85 مناسب برای پراید,تجهیزات نظم دهنده داخل خودرو,متفرقه,"محل قرارگیری داخل اتاق, جنس پلاستیک, تعداد محفظه 1"
4886374.0,کتاب The Practical Writer with Readings اثر   Edward P. Bailey and Philip A. Powell  انتشارات مؤلفین طلایی,کتاب چاپی غیر فارسی,متفرقه,
336184.0,کره جغرافیایی مغناطیسی مدل چرخان,سایر لوازم تزئینی,متفرقه,جنس پلاستیک
323611.0,کاندوم تاخیری کدکس مدل Master 3 In 1 بسته 3 عددی,کاندوم,ناچ کدکس,"ویژگی محصولات بهداشت جنسی تاخیری, ویژگی محصولات بهداشت جنسی خاردار, ویژگی محصولات بهداشت جنسی میوه ای, ویژگی محصولات بهداشت جنسی شیاردار"
9772859.0,کاور قاب ناب مدل MOS مناسب برای گوشی موبایل سامسونگ Galaxy A03,کیف و کاور گوشی,متفرقه,"سازگار با گوشی موبایل سایر گوشی های موبایل, ساختار مات, جنس پلاستیک نرم, جنس چرم مصنوعی, قابلیت های ویژه مقاوم در برابر ضربه"
2775237.0,رحل قرآن کد 99,سایر لوازم تزئینی,متفرقه,جنس ام دی اف
937828.0,ظرف نگهدارنده میوه و سبزی لاولی مدل 102 کد A609,ظرف نگهدارنده,متفرقه,"جنس بدنه پلاستیک, تعداد تکه 1, قابلیت شست وشو با دست"
8069225.0,ماشین بازی کنترلی مدل جیپ کد 90 ,ماشین بازی,متفرقه,کاربرد ماشین کنترلی
3258412.0,کیف کلاسوری کیس می مدل Vintage-013 مناسب برای گوشی موبایل شیائومی Redmi Note 9S / Note 9 Pro / Note 9 Pro Max,کیف و کاور گوشی,کیس‌می,"سازگار با گوشی موبایل xiaomi redmi note 9s 9 pro, جنس چرم مصنوعی"
10685206.0,زنجیرکش موتور سیکلت وی آی پی مدل VIP 100 مناسب برای ویو مجموعه دو عددی,سایر لوازم یدکی موتور سیکلت,متفرقه,"نوع لوازم یدکی زنجیر, مناسب برای موتورسیکلت با حجم موتور 100, مناسب برای موتورسیکلت با حجم موتور 125, مناسب برای موتورسیکلت با حجم موتور 150, مناسب برای موتورسیکلت با حجم موتور 175, مناسب برای موتورسیکلت با حجم موتور 180, مناسب برای موتورسیکلت با حجم موتور 200"
14054239.0, بلندگو 8 اهم 2.5 وات کد M01,سایر لوازم جانبی صوتی و تصویری,متفرقه,
13340581.0,ست کلاه و شال گردن دفکتو مدل آنتی باکتریال هری پاتر,سرپوش زنانه و مردانه,دفکتو,"مدل سرپوش بانی beanie, جنس اکریلیک"
13144366.0,باتری تلفن بی سیم پاناسونیک مدل HHR-P511,باتری تلفن,پاناسونیک,
7876949.0,ماشین اصلاح موی سر و صورت جیمی مدل GM-6630-A,اصلاح موی سر,جیمی,"نحوه اصلاح برش مستقیم, قابلیت های ابزار اصلاح قابلیت اصلاح با شماره صفر, امکانات ابزار درپوش محافظ, تجهیزات همراه باتری, قابلیت های ابزار بدون اتصال بی سیم, منبع انرژی باتری قابل شارژ"
14638569.0,محافظ صفحه نمایش مدل R-Glass مناسب برای ساعت هوشمند اسمارت واچ K59 Pro - IPS,لوازم جانبی ساعت و مچ بند هوشمند,راینو,
17601869.0,سرخ کن بدون روغن رنه مدل RAF-1713,سرخ کن,رنه,
514988.0,هودمورب داتیس مدل ورتو,هود,داتیس,"امکانات ظاهری در, نوع کلید فشاری, امکانات کشوی گرمکن کنترل از راه دور, نوع فیلتر الومینیومی, امکانات قابل تنظیم ارتفاع قابل تنظیم پوشش دودکش, نحوه ی باز شدن در دستی"
7812216.0,ماسک مو فورمس مدل روغن آرگان حجم 475 میلی لیتر,ماسک و مراقبت مو,فورمس,"ترکیبات بدون سولفات, ویژگی ها بازسازی کننده, ویژگی ها ترمیم کننده, ویژگی ها تغذیه کننده, ویژگی ها تقویت کننده, ویژگی ها نرم کننده, سازگار با موهای اسیب دیده, سازگار با موهای انواع مو, سازگار با موهای خشک, سازگار با موهای رنگ شده, سازگار با موهای شکننده, سازگار با موهای فر, سازگار با موهای فر و مجعد, سازگار با موهای معمولی, سازگار با موهای نازک, سازگار با موهای وزدار, مشخصات محصول مناسب برای سالن زیبایی"
10823610.0,سرشیر آب مدل متحرک 360 درجه ,تجهیزات کاهنده مصرف آب,متفرقه,
17217836.0,پوستر مدل بازی ماینکرفت کد 0076,استیکر و پوستر,متفرقه,
13220379.0,بلوز آستین کوتاه زنانه مدل پولک دوزی کد 292936 رنگ مشکی,بلوز زنانه,متفرقه,"قد کوتاه, نوع استین استین کوتاه, جنس پلی استر, جنس حریر, طرح طرح دار, مدل یقه گرد, مورد استفاده اسپرت, مورد استفاده روزمره, مورد استفاده اداری و رسمی, مورد استفاده مهمانی, تنخور لباس ازاد"
6896633.0,ماژول سنسور تعقیب خط مدل TCRT5000,قطعات الکترونیکی,متفرقه,"ویژگی های قطعات الکترونیکی اموزشی, ویژگی های قطعات الکترونیکی صنعتی, ویژگی های قطعات الکترونیکی عمومی"
8735928.0,گوشت کوب برقی براون مدل MQ 525,گوشت کوب برقی,براون,"دستگاه اماده سازی غذا گوشت کوب برقی, امکانات ظاهری پایه ضد لغزش, جنس میله همزن استیل ضد زنگ, تعداد تیغه های گوشت کوب دو پره"
770774.0,اسپری مو یانسی مدل ضد وز مو حجم 250 میلی لیتر,سرم و اسپری مو,یانسی,"ویژگی ها ابرسان, ویژگی ها ترمیم کننده, ویژگی ها حالت دهنده, سازگار با موهای انواع مو, سازگار با موهای خشک"
1804837.0,پایه نگهدارنده مدل YH-24 مناسب پلی استیشن 4 اسلیم و پرو,لوازم جانبی کنسول بازی,متفرقه,
5116408.0,کاموا مدل یوموش کد D-2015 بسته 20 عددی,ملزومات بافتنی,متفرقه,ویژگی ها کاموا
2960094.0,ماوس پد طرح GTA V مدل MP2231,ماوس پد,متفرقه,
15937518.0,توالت فرنگی مروارید مدل وال هنگ دسپینا 49 B,توالت فرنگی,مروارید,"سایز تشک وال هنگ, نازل تخلیه دکمه"
608796.0,رول ضد تعریق مالیزیا مدل ویتیور O103.1 حجم 12 میلی لیتر,رول ضد تعریق,مالیزیا,"مناسب برای اقایان, ویژگی مواد ضد حساسیت, صادر کننده مجوز سازمان غذا و دارو"
2719011.0,بازی فکری زینگو مدل بوم بال,بازی فکری,زینگو,"ژانر بازی رقابتی, تعداد بازیکن 2 تا 6 نفر, مناسب رده سنی خردسال, مناسب رده سنی کودک"
13251635.0,کاور مدل سیلیکونی مناسب برای گوشی موبایل اپل iphone 7 / 8 / SE,کیف و کاور گوشی,متفرقه,"سازگار با گوشی موبایل apple iphone 7, سازگار با گوشی موبایل apple iphone 8, سازگار با گوشی موبایل apple iphone se 2020, ساختار مات, جنس سیلیکون"
3232487.0,نقاب مدل BMK180,ایفای نقش,متفرقه,شخصیت سایر شخصیت ها
893475.0,اره زنجیری بنزینی افکو مدل MT137,اره زنجیری,افکو,
14391334.0,ست شورت و سوتین زنانه پانیذ مدل بدون فنر گیپوری 9016 رنگ مشکی,ست لباس زیر زنانه,پانیذ,"جنس الاستین, جنس گیپور, طرح طرح دار, مدل لباس زیر بالاتنه ساده, مدل شورت و لباس پایین تنه اسلیپ slip"
7947685.0,دمپایی روفرشی تارا مدل تینا DBE,دمپایی,متفرقه,جنس چرم مصنوعی
6622267.0,ساک سفری مدل lvdaghi,ساک سفری,متفرقه,
11494321.0, کاور 360 درجه جی کی کی مدل GK-POCO-M3-PRO مناسب برای گوشی موبایل شیائومی Poco M3 Pro,کیف و کاور گوشی,جی کی کی,"سازگار با گوشی موبایل xiaomi poco m3 pro, ساختار مات, جنس پلاستیک سخت, جنس پلی کربنات, جنس tpu"
10558674.0,هدفون بلوتوثی انکر مدل Soundcore life P2 Mini,هدفون، هدست و هندزفری,انکر,"نوع اتصال بی سیم, مناسب برای کاربری عمومی, نوع گوشی دو گوشی, رابط ها بلوتوث, ویژگی های خاص noise cancelling microphone"
5062268.0,ماکت دکوری مدل ماشین فلزی مدل 8649,سایر لوازم تزئینی,متفرقه,جنس فلز
831483.0,چراغ دوچرخه کینگ ابرا مدل ال ای دی,چراغ دوچرخه,متفرقه,"مناسب برای روی چرخ, نوع باتری سکه ای"
11682472.0,محافظ صفحه نمایش  مدل Super D مناسب برای گوشی موبایل  Galaxy A34 به همراه محافظ لنز دوربین,محافظ صفحه نمایش گوشی,متفرقه,"نوع محافظ صفحه نمایش, دارای محافظ برای قسمت جلو صفحه نمایش"
5385015.0,مبل راحتی دو نفره طرح خلیجی مدل دریا,مبل,پخش موکت,"ظرفیت مبل دو نفره, جنس کلاف پلیمر, جنس بدنه چوب, جنس لایه ی میانی فوم"
2349276.0,محافظ صفحه نمایش مدل GWA-002 مناسب برای ساعت هوشمند سامسونگ Galaxy Watch Active 2 44mm,لوازم جانبی ساعت و مچ بند هوشمند,متفرقه,
2191842.0,صفحه سنگ برش استیل تری کرافت مدل TR-1151,صفحه فرز و پولیش,متفرقه,کاربری فلز
2610656.0,مجموعه 8 عددی آچار یکسر تخت یکسر رینگی مدل HT 252,آچار,متفرقه,"شماره اچار 8, شماره اچار 9, شماره اچار 10, شماره اچار 11, شماره اچار 13, شماره اچار 14, شماره اچار 17, شماره اچار 19, تعداد 8"
2715002.0,فلش مموری وریتی مدل V806 ظرفیت 32 گیگابایت,فلش مموری,وریتی,"ظرفیت 32 گیگابایت, رابط ها usb 2 0"
3891080.0,تخته سیاه گچی مدل خرسی سایز 18x26 سانتی متر ,تخته,متفرقه,"کاربرد دانش اموزی, قابلیت ها قابلیت حمل"
9928892.0,چراغ سقفی پادینا مدل مدرن کد P40B,لوستر و دیوارکوب,پادینا,جنس بدنه فلز
5425836.0,ماسک و لایه بردار صورت گرین مدل چای سبز وزن 40 گرم,ماسک صورت و بدن,گرین,"کاربرد صورت, سازگار با نوع پوست مختلط, مشخصات محصول دارای ویتامین, مناسب برای خانم ها و اقایان"
10044979.0,کاور بادیگارد مدل سیلیکونی مناسب برای گوشی موبایل شیائومی Poco F4,کیف و کاور گوشی,بادیگارد,"سازگار با گوشی موبایل سایر گوشی های موبایل, ساختار مات, جنس سیلیکون"
15121526.0,گلدان به همراه گل مصنوعی مدل درختچه زندگی مینیاتوری 03,گل و گلدان,متفرقه,
4549471.0,کارت پستال ماهتاب طرح عاشقتم دوست دارم کد 1912,کارت پستال,متفرقه,
716418.0,گردنبند جنیکا طرح اسم یگانه مدل D86,گردنبند زنانه,متفرقه,"جنس زنجیر استیل, ویژگی های ظاهری قفل, جنس پلاک استیل"
1577264.0,باکس تبدیل DVD رایتر اینترنال IDE به اکسترنال کد 001,لوازم جانبی قطعات کامپیوتر,متفرقه,
2152076.0,کتاب مبنا و منشأ حقوق بشر نظام بین الملل و اسلام اثر دکتر خیرالله پروین و محمدرضا تجلی انتشارات خرسندی,کتاب دانشگاهی,انتشارات خرسندی,
12152772.0,بادی اسپلش زنانه آنیلا مدل آدامس موزی حجم 250 میلی لیتر,بادی اسپلش,متفرقه,
190423.0,دستکش صنعتی استادکار مدل سه لایه,دستکش ایمنی,متفرقه,"جنس لاتکس, ویژگی های دستکش ایمنی ضد لغزش"
9358671.0,شورت مردانه تولیدی پاران مدل پادار کلاسیک اقتصادی,شورت مردانه,تولیدی پاران,"جنس 257, مدل شورت و لباس پایین تنه پادار, طرح ساده"
37261.0,کتاب کی پنیر مرا جا به جا کرد اثر اسپنسر جانسون,کتاب فلسفه و روانشناسی,انتشارات ذهن آویز,نوع جلد شومیز
2144967.0,ماکت گوشی موبایل اپل مدل iphone XS max ,قطعات جانبی موبایل و تبلت و هدفون,متفرقه,
9330978.0,تفنگ بازی مدل زورو طرح x-gun,تفنگ,متفرقه,"مدل اسلحه تفنگ, مکانیزم خودکار, امکانات همراه تیراندازی"
3820358.0,کتاب نمی گذارم کسی دکمه های اعصابم را فشار دهد اثر آلبرت الیس و آرتور لانگ انتشارات رسا,کتاب فلسفه و روانشناسی,انتشارات رسا,"چاپ شده در خارج از کشور, نوع جلد شومیز"
5934742.0, سرویس غذاخوری 26 پارچه آفر مدل اما,سرویس غذاخوری,متفرقه,"تعداد کلی ظروف 26 پارچه, جنس بشقاب خورش خوری اوپال, جنس بشقاب غذاخوری اوپال, جنس دیس اوپال, جنس ظرف سالاد اوپال, جنس پیش دستی اوپال, جنس پیاله اوپال, کشور مبدا ایران, تعداد بشقاب خورش خوری یک دست شش عدد, تعداد دیس یک عدد, تعداد ظرف سالاد یک عدد, تعداد پیش دستی یک دست شش عدد, تعداد پیاله 6 عدد, مناسب برای 6 نفره, نحوه شست وشو شست وشو در ماشین ظرفشویی, سازگار با مایکروویو"
2406148.0,وان حمام پرندگان کد 018,بهداشت، مراقبت و نگهداری حیوانات,متفرقه,گونه حیوان پرنده
13196606.0,مجموعه دستگیره درب بازکن داخلی جلو راست کد 22 مناسب برای mvm 315,دستگیره در خودرو,متفرقه,"مناسب برای خودرو ام وی ام 315, ویژگی های دستگیره خودرو مناسب برای داخل کابین"
6748502.0,"ادو تویلت مردانه  مدل بلو فور من حجم 100 میلی لیتر
",عطر و ادکلن مردانه,متفرقه,"ساختار رایحه خنک, ساختار رایحه تند, ساختار نت ها میوه, ساختار نت ها چوب, ساختار نت ها ادویه"
11115659.0,کرم پودر کالیستا مدل comfort شماره L01 حجم 35 میلی لیتر,کرم پودر,کالیستا,"جنس محفظه پلاستیک, نوع محفظه تیوبی, مناسب برای رنگ پوست روشن"
3125401.0,لوازم کاربراتور موتور سیکلت کد KH200 مناسب برای هوندا مجموعه 20 عددی,سایر لوازم یدکی موتور سیکلت,متفرقه,
13467787.0,کیف لوازم آرایش زنانه مدل  شفاف sayas B424 قایقی سایز بزرگ,کیف پول و کیف لوازم آرایش زنانه,متفرقه,"جنس pvc پلی وینیل کلراید, نحوه بسته شدن کیف زیپ"
7204175.0,اور فرز نجاری رونیکس مدل RX-7108,فرز و سنگ رومیزی,رونیکس,ویژگی های فرز و سنگ رومیزی قابلیت کنترل سرعت
9999118.0,سرویس پخت و پز 15 پارچه فورج مدل parto,سرویس پخت و پز,متفرقه,"ساختار بدنه الومینیوم, ساختار بدنه پیرکس, جنس روکش داخلی تفلون, جنس روکش داخلی گرانیت, تعداد پارچه 15 پارچه"
14577768.0,چتر آفتابگیر دولایه شیشه جلو ماشین باسئوس مدل  Doubled-Layered ,آفتابگیر خودرو,بیسوس,"محل نصب جلو, تعداد 1"
11079523.0,ماشین لباسشویی پاکشوما مدل BWF 40802 ST ظرفیت 8 کیلوگرم,ماشین لباسشویی,پاکشوما,"نوع مخزن درب از جلو, نوع موتور تسمه ای, نوع موتور bldc, ظرفیت دیگ درام 8 کیلوگرم, سرعت چرخش موتور 1400 دور در دقیقه, سیستم ایمنی قفل کودک, پشتیبانی از برنامه ها و حالت های خاص لباس بچه baby care, پشتیبانی از برنامه ها و حالت های خاص شست وشوی سریع"
5666461.0,پوست مصنوعی تتو لب مدل L001,محصولات آرایشگاهی,متفرقه,
9704028.0,ماشین بازی مدل پژو پارس کد JS1019,ماشین بازی,متفرقه,"کاربرد ماشین ساده, کاربرد ماشین ماکت, مدل ماشین سواری, منبع انرژی باتری قلمی, تعداد چرخ 4"
12444156.0,محافظ لنز دوربین گلستیک مدل 3D-GL مناسب برای گوشی موبایل شیائومی Poco X5 Pro 5G,محافظ لنز گوشی موبایل,متفرقه,
14390411.0,هدست بلوتوثی مدل BTH-F9-5,هدفون، هدست و هندزفری,متفرقه,"نوع اتصال بی سیم, مناسب برای کاربری عمومی, نوع گوشی دو گوشی, رابط ها بلوتوث"
3740380.0,کتیبه محرم طرح این خانه سیه پوش حسین علیه السلام است طرح 4000707,پرچم,متفرقه,
2842162.0,بیسکو شکلات درنا - 55 گرم بسته 12 عددی,بیسکویت و ویفر,درنا,طعم شکلات
11560128.0,محلول باکتری فیدر آب آکواریوم آلیتا مدل Bacteri Feeder حجم 500 میلی لیتر,افزودنیهای آب,متفرقه,
13261389.0,کفپوش سه بعدی خودرو مدل اکونومی مناسب برای کوییک,کفپوش خودرو,متفرقه,"مناسب برای خودرو کوییک, جنس پلی اورتان"
2069596.0,چاقو آشپزخانه وینر مدل T.01,چاقو,وینر,
3135503.0,آبمیوه گیری کنوود مدل JEM500 WH,آبمیوه گیری,کنوود,"نوع ابمیوه گیری برقی, کارکرد تک کاره, امکانات ظاهری پایه ضد لغزش"
8391414.0,پیراهن آستین بلند مردانه مدل چهارخانه بزرگ کد 90,پیراهن مردانه,متفرقه,"قد روی باسن, نوع استین استین بلند, طرح چهارخانه, مورد استفاده اسپرت, مورد استفاده روزمره, مورد استفاده مهمانی, جنس الیاف نخی, مدل یقه برگردان"
10884328.0,بادکنک فویلی مدل حیوانات جنگل طرح گورخر کد 070 مجموعه 5 عددی,بادکنک و لوازم جانبی,متفرقه,
9248539.0,چراغ دیواری مدل نئون طرح کافه,لوستر و دیوارکوب,متفرقه,جنس بدنه چوب
1601878.0,فرش ماشینی طرح کیتی کد T0123,فرش ماشینی,متفرقه,"متراژ چهار متری, کیفیت فرش ماشینی درجه یک, رنگ زمینه قرمز, رنگ زمینه سفید, رنگ زمینه زرشکی, فرم طراحی مستطیل, تراکم عرضی شانه 500, جنس نخ خاب اکریلیک هیت ست شده, جنس نخ پود کنف, جنس نخ تار پلی استر و پنبه"
909536.0,ماسک مدل Silver Ghost,ابزار مهمانی,متفرقه,ابزار مهمانی مناسب برای شوخی
10426374.0,ماکت دکوری مدل ماشین فولکس قلک قاب عکس دار طرح فلزی دست ساز کد 1511.48,قلک,متفرقه,
186067.0,فرز سنگ بری هیوندای مدل 3223G,فرز و سنگ رومیزی,هیوندای,ویژگی های صفحه مناسب برای سنگ
939238.0,پیراهن ورزشی طرح مسی مدل بارسلونا Sl-Home18/19 به همراه تگ,تی شرت ورزشی مردانه,متفرقه,"مدل یقه گرد, نوع استین استین بلند, جنس نخ, جنس پلی استر"
2342736.0,استند زیورآلات مدل shkh1,جعبه جواهرات,متفرقه,جنس پلاستیک
16531727.0,هاب 4 پورت USB-C مدل SUPER FAST TYPE-C,USB هاب,متفرقه,"تعداد پورت چهار عدد, قابلیت های هاب usb بدون قابلیت"
205739.0,مایع ظرفشویی ایکو مویست مدل Purple حجم 3750 میلی لیتر,شوینده ظروف,ایکو مویست,"امکانات و ویژگی های شوینده تمیز کنندگی, امکانات و ویژگی های شوینده چربی زدایی, صادر کننده مجوز سازمان غذا و دارو"
534631.0,خوشبو کننده خودرو آرئون مدل Ken با رایحه Bubble Gum,خوشبوکننده و تصفیه کننده هوای خودرو,آرئون,رایحه ادامس بادکنکی
14410946.0,کاور قاب شهر مدل JELLY مناسب برای گوشی موبایل شیائومی Poco F5 5G,کیف و کاور گوشی,متفرقه,"سازگار با گوشی موبایل xiaomi poco f5, ساختار شفاف, جنس پلاستیک نرم"
2294408.0,ریسه نئون فلکسی مدل NE1 طول 5 متر,چراغ ریسه ای و نئونی,متفرقه,
1435319.0,کرم مرطوب کننده رنگی لابورن مدل Normal Light حجم 50 میلی لیتر,کرم آبرسان و مرطوب کننده,لابورن,"جنس محفظه پلاستیک, نوع محفظه تیوبی"
12807422.0,سویشرت دخترانه مدل دورس انیمه ای گنگ,سویشرت و هودی دخترانه,متفرقه,"نوع استین استین بلند, طرح چاپ, مدل یقه گرد, نحوه بسته شدن جلو بسته, جنس پنبه, جنس دورس, تنخور لباس معمولی"
13384011.0,زیرپوش رکابی مردانه نیکو کد 3399 مجموعه 6 عددی,زیرپوش مردانه,متفرقه,"مدل یقه باز, جنس نخ, تعداد کالا در بسته 6"
9077569.0,شامپو مو اسکالپیا مدل argan oil حجم 200 میلی لیتر,شامپو مو,اسکالپیا,"ویژگی ها ترمیم کننده, ویژگی ها تقویت کننده, ویژگی ها جلوگیری از وز شدن مو, ویژگی ها مغذی, سازگار با موهای اسیب دیده, سازگار با موهای رنگ شده, سازگار با موهای شکننده, سازگار با موهای فر و مجعد, سازگار با موهای وزدار, مناسب برای خانم ها و اقایان"
314196.0,آینه دکوراتیو دکو گیوا مدل G65 مجموعه 5 تکه,آینه دکوراتیو,متفرقه,جنس ام دی اف
4563908.0,پرژکتور 50 وات زرین سیمای البرز کد IP66_C,پروژکتور و چراغ فضای باز,متفرقه,نوع روشنایی دیواری
1757699.0,کاور طرح قلب کد 001 مناسب برای گوشی موبایل سامسونگ Galaxy A7 2018,کیف و کاور گوشی,متفرقه,سازگار با گوشی موبایل samsung galaxy a7 2018
11704036.0,بند اسپریگ مدل Milanese-18 مناسب برای ساعت هوشمند شیائومی Mibro GS,بند ساعت و مچ‌ بند,اسپریگ,جنس بند استیل ضدزنگ
1541231.0,واکس و شیر پولیش بدنه خودرو P2 کد 2000 حجم 300 میلی لیتر,واکس، پولیش و تمیزکننده خودرو,متفرقه,"کاربرد بدنه, ویژگی های واکس پولیش و تمیزکننده براق کننده, ویژگی های واکس پولیش و تمیزکننده تمیز کننده, ویژگی های واکس پولیش و تمیزکننده محافظت کننده"
468422.0,ساعت هوشمند مدل X10,ساعت هوشمند,متفرقه,"نوع کاربری رسمی, نوع کاربری روزمره, فرم صفحه گرد, جنس شیشه معدنی, نوع قفل بند سگکی ساده, سیستم عامل ios, سیستم عامل اندروید, مناسب برای اقایان و بانوان, جنس بدنه فلز, جنس بند چرم"
8480468.0,مجموعه مراقبت از پوست اگزاسین مدل GENTLE,پاک کننده آرایش صورت,متفرقه,سازگار با نوع پوست خشک
10510261.0,ترک بند موتور سیکلت مکث مدل ORIGINAL 102577,سایر لوازم جانبی موتور سیکلت,متفرقه,"جنس استیل ضد زنگ, جنس فلزی"
3054003.0,لامپ مهتابی 12 وات مدل M1227 پایه T4 بسته 3 عددی ,لامپ و چراغ,متفرقه,"فرم طراحی فلت, فرم طراحی زیرکابینتی, نوع پایه t8, زاویه نوردهی 360"
2920090.0,کاور مدل Eouro مناسب برای گوشی موبایل سامسونگ Galaxy A20s,کیف و کاور گوشی,متفرقه,"سازگار با گوشی موبایل samsung galaxy a20s, ساختار شفاف, جنس tpe, جنس سیلیکون"
10090799.0,ماوس مخصوص بازی اچ پی مدل M160,ماوس (موشواره),متفرقه,"نوع اتصال باسیم, نوع رابط usb, نوع حسگر اپتیکال"
2981561.0,ولوم تهویه مدل dan03 مناسب برای رانا بسته 3 عددی,کلیدهای خودرو,متفرقه,"مناسب برای خودرو پژو 206, محل نصب داشبورد, نام خودروساز ایران خودرو"
10057487.0,میوه خشک مخلوط پریجان - 200 گرم,آجیل سنتی,متفرقه,استان تولید خراسان رضوی
8949433.0,زین موتورسیکلت کد 103001009 مناسب برای متین MKZ,سایر لوازم یدکی موتور سیکلت,متفرقه,"نوع لوازم یدکی زین, مناسب برای موتورسیکلت با حجم موتور 125"
7038535.0,برچسب بدنه خودرو گراسیپا طرح اسم حسین,آرم و برچسب خودرو,گراسیپا,
172747.0,لامپ زنون خودرو فیلیپس مدل D1S Vision 85415VIC1,لامپ خودرو,فیلیپس,نوع لامپ زنون hid
231773.0,کتاب پادشاه پارسی اثر پیتر یولیوس یونگ,کتاب تاریخ و جغرافیا,نشر ثالث,نوع جلد زرکوب
12950291.0,هدست بلوتوثی سودو مدل MH14 New,هدفون، هدست و هندزفری,سودو,"نوع اتصال بی سیم, مناسب برای اقایان و بانوان, نوع گوشی دو گوشی, رابط ها بلوتوث"
11246431.0,یخچال و فریزر دوقلو بست مدل BLR200-10 / BLF200-10,یخچال فریزر,بست,گنجایش کل به فوت 36
10804858.0,قرص حفاظتی و حمایتی کبد سگ و گربه یوروپت مدل LIVER SUPPORT مجموعه 60 عددی,مالت و مکمل تقویتی گربه,متفرقه,
4500400.0,گیفت عروسی نگین مدل سبد مجموعه 12عددی,ابزار مهمانی,متفرقه,"ابزار مهمانی مناسب برای جشن عروسی, ابزار مهمانی مناسب برای جشن نامزدی"
12535621.0,محلول پروبیوتیک پرندگان زینتی کد 020 حجم 10 میلی لیتر,مکمل و تقویتی پرندگان,متفرقه,
97756.0,لوسیون بدن کودک چیکو حجم 500 میلی لیتر,کرم، بالم و لوسیون کودک و نوزاد,چیکو,"کاربرد محافظ پوست, کاربرد مرطوب کننده, ویژگی های بهداشتی و سلامت عصاره"
5439069.0,مخلوط نخود و لوبیا بابادهقان-900 گرم,حبوبات و سویا ارگانیک,متفرقه,"استان تولید کرمانشاه, استان تولید مرکزی, ارگانیک خیر"
7535129.0,سه پایه نگهدارنده شلنگ آبیاری مدل بازشو,لوازم آبیاری,متفرقه,نوع لوازم ابیاری رابط شلنگ
9875795.0,کاپوچینو گوددی بسته 30 عددی,کافی میکس,گود دی,
12554568.0,سوزن انژکتور گاز مدل لواتو مناسب برای نیسان وانت,سایر لوازم خودرو,متفرقه,"مناسب برای خودرو زامیاد z24, مناسب برای خودرو نیسان زامیاد"
855999.0,کارت بازی فکری راهنمای سفر مدل انگری بردز 00004,بازی فکری,انتشارات راهنمای سفر,"ژانر بازی بازی کارتی, ژانر بازی بازی فکری, ژانر بازی بازی حافظه, ژانر بازی بازی اموزشی, مناسب رده سنی خردسال, مناسب رده سنی کودک, مناسب رده سنی نوجوان, تعداد بازیکن بیش از چهار نفر"
451154.0,هدست بلوتوث کلاه کاسکت ردلاین,هدفون، هدست و هندزفری,متفرقه,"نوع اتصال بی سیم, رابط ها بلوتوث, امکانات هدفون هدست و هندزفری باتری, نوع گوشی دو گوشی"
716113.0,پیراهن و شورت و جوراب دروازه بانی جوما مدل ZAMORA II YELLOW,ست تی‌شرت و شلوارک ورزشی مردانه,جوما,
189571.0,خودکار یوروپن مدل Taken,خودکار و روان نویس,یوروپن,"کاربرد روزانه, نوع خودکار, رنگ نوشتاری ابی, نوع نوک ساچمه ای"
1502558.0,کتاب دختر پرتقالی اثر یوستین گاردر انتشارات آسو,کتاب شعر و ادبیات,انتشارات آسو,"قطع رقعی, گروه سنی بزرگسال, رده بندی کتاب ادبیات دیگر زبان ها شعر و ادبیات, نوع جلد شومیز"
11841668.0,ست تاپ و شلوارک مردانه مدل رونالدینیو N297,ست لباس راحتی مردانه,متفرقه,"نوع ست لباس تاپ و شلوارک, جنس پلی استر, جنس نخ, طرح ساده, نوع استین حلقه ای"
3890870.0,مبدل سیم کارت به خط تلفن مدل MC-98,سایر لوازم جانبی تلفن,متفرقه,
6308150.0,مروارید اونیکس مدل b1 بسته 40 عددی ,ملزومات زیورآلات,متفرقه,"جنس پلاستیک, ویژگی های تخصصی بدون ویژگی تخصصی"
624926.0,زیر سیگاری واته مدل تایر,زیر سیگاری,واته,"جنس پلاستیک, شیار سیگار چهار عدد"
7390635.0,کاور مدل PM مناسب برای گوشی موبایل شیائومی Redmi Note 8Pro,کیف و کاور گوشی,متفرقه,"سازگار با گوشی موبایل xiaomi redmi note 8 pro, ساختار مات, جنس سیلیکون"
5069534.0,ریسه ال ای دی مدل L-1 طول  1 متر,چراغ ریسه ای و نئونی,متفرقه,
10835201.0,دریل باس مدل S123JX226_5,دریل,باس,"منبع تغذیه برق, ولتاژ 220"
5357338.0,ساعت دیواری طرح آینه ای مدل کیان,ساعت دیواری و ایستاده,متفرقه,"نحوه نمایش عقربه ای, نمایش زمان رومی, منبع انرژی باتری"
6770785.0,قرص آتش زا مدل FAST FIRE بسته 10عددی,تجهیزات جانبی سفر و کمپینگ,متفرقه,جنس پلاستیک
13399395.0,محافظ صفحه نمایش مولتی نانو مدل X-SFG مناسب برای گوشی موبایل اینفینیکس Hot 11 Play به همراه برچسب پوششی,محافظ صفحه نمایش گوشی,مولتی نانو,"نوع محافظ صفحه نمایش, دارای محافظ برای قسمت جلو صفحه نمایش"
